1	400
2	980
3	1560
4	1635
5	405
6	540
7	1320
8	560
9	685
10	725
11	1895
12	1540
13	1775
14	325
15	1535
16	680
17	870
18	1200
19	995
20	1195
21	1880
22	1340
23	490
24	425
25	1500
26	830
27	940
28	985
29	420
30	495
31	315
32	1005
33	1405
34	1875
35	1660
36	1130
37	835
38	1855
39	510
40	790
41	295
42	250
43	455
44	965
45	1610
46	245
47	1765
48	460
49	1700
50	585
51	1180
52	1325
53	770
54	1770
55	1230
56	1445
57	1825
58	345
59	655
60	1720
61	1410
62	630
63	755
64	620
65	665
66	1555
67	1785
68	645
69	265
70	1100
71	1170
72	1125
73	550
74	780
75	1925
76	1245
77	740
78	905
79	1260
80	865
81	990
82	1175
83	1365
84	1580
85	750
86	1040
87	485
88	1020
89	1735
90	260
91	710
92	1760
93	1220
94	1570
95	1110
96	1805
97	890
98	880
99	1095
100	1600
101	1675
102	1080
103	1810
104	1860
105	255
106	1420
107	955
108	430
109	1030
110	1745
111	1210
112	1615
113	715
114	1630
115	600
116	375
117	925
118	670
119	350
120	1430
121	1370
122	860
123	1935
124	1185
125	1475
126	1870
127	1915
128	1485
129	1085
130	760
131	695
132	410
133	1505
134	1990
135	1695
136	720
137	1235
138	1930
139	895
140	385
141	310
142	1015
143	675
144	650
145	1525
146	595
147	475
148	1250
149	1945
150	915
151	545
152	1075
153	1620
154	520
155	370
156	775
157	435
158	1680
159	1240
160	1910
161	1225
162	300
163	395
164	1495
165	1065
166	1955
167	975
168	1795
169	1965
170	950
171	1605
172	1460
173	1140
174	590
175	970
176	1575
177	1165
178	690
179	1360
180	380
181	335
182	640
183	1510
184	1120
185	450
186	1275
187	1205
188	575
189	910
190	355
191	415
192	1565
193	1215
194	1480
195	1415
196	1025
197	1350
198	1380
199	320
200	390
201	330
202	1035
203	765
204	1985
205	855
206	1150
207	570
208	1355
209	270
210	1625
211	1640
212	285
213	1900
214	1530
215	1375
216	1685
217	1975
218	1435
219	1440
220	1135
221	1960
222	1715
223	700
224	730
225	1465
226	1265
227	1820
228	810
229	615
230	340
231	480
232	1645
233	1865
234	1905
235	470
236	935
237	1490
238	635
239	1470
240	735
241	465
242	610
243	815
244	1595
245	1400
246	515
247	795
248	800
249	660
250	1750
251	945
252	705
253	820
254	525
255	445
256	360
257	305
258	580
259	1940
260	1725
261	1255
262	440
263	1890
264	845
265	1705
266	1000
267	840
268	500
269	825
270	275
271	1650
272	605
273	535
274	875
275	1850
276	1010
277	1790
278	850
279	1590
280	555
281	1545
282	1845
283	1330
284	1345
285	1690
286	1450
287	1155
288	1160
289	1840
290	1885
291	900
292	1800
293	1070
294	1190
295	1305
296	565
297	920
298	1655
299	960
300	1515
301	745
302	1585
303	805
304	1455
305	1090
306	1550
307	1285
308	1335
309	365
310	1315
311	885
312	1665
313	1385
314	1730
315	1390
316	280
317	1920
318	1290
319	505
320	930
321	290
322	1815
323	1755
324	1710
325	1270
326	1995
327	1980
328	1780
329	530
330	1105
331	785
332	1060
333	1045
334	1395
335	1670
336	1050
337	1300
338	1950
339	1425
340	1280
341	1830
342	1520
343	1295
344	1835
345	1145
346	1055
347	1310
348	1115
349	1970
350	1740
351	625
