344	1846
345	1078
346	1066
347	1239
340	1028
341	1828
342	1398
343	1282
348	1217
349	1864
298	1492
299	978
296	930
297	876
294	1199
295	1335
292	1691
293	1023
290	1687
291	1010
199	571
198	1397
195	1569
194	1466
197	1347
196	1015
191	635
190	219
193	1241
192	1541
270	317
271	1552
272	388
273	632
274	1115
275	1454
276	1092
277	1798
278	1048
279	1572
108	493
109	1135
102	1132
103	1720
100	1538
101	1642
106	1362
107	771
104	1959
105	433
39	703
38	1760
33	1307
32	1087
31	466
30	608
37	873
36	1117
35	1540
34	1875
339	1243
338	1930
335	1463
334	1577
337	1111
336	1182
331	803
330	911
333	843
332	1183
6	423
99	1254
98	953
91	614
90	255
93	1150
92	1836
95	1131
94	1469
97	954
96	1587
238	870
239	1533
234	1907
235	567
236	843
237	1647
230	431
231	412
232	1638
233	1784
1	458
146	671
147	434
144	881
145	1332
142	994
143	828
140	506
141	501
148	1218
149	1932
133	1196
132	761
131	709
130	625
137	1312
136	744
135	1712
134	2029
139	1110
138	1974
24	472
25	1458
26	941
27	913
20	1230
21	1899
22	1365
23	421
28	1038
29	677
88	1110
89	1825
82	1216
83	1396
80	934
81	1089
86	944
87	590
84	1356
85	616
7	1200
245	1297
244	1369
247	778
246	543
241	591
240	859
243	648
242	881
249	778
248	898
179	1142
178	770
177	1019
176	1514
175	1070
174	749
173	1135
172	1451
171	1626
170	1412
253	972
182	737
183	1568
180	469
181	362
186	1222
187	1092
184	1023
185	533
188	957
189	859
11	1972
10	781
13	1354
12	1560
15	1707
14	328
17	789
16	941
19	889
18	1391
62	846
322	1735
323	1597
320	927
321	367
326	2036
327	1916
324	1689
325	1401
328	1797
329	539
201	410
200	542
203	699
202	823
205	978
204	2049
207	532
206	981
209	395
208	1274
77	759
76	1096
75	1950
74	779
73	619
72	954
71	1115
70	1093
79	1193
78	878
2	1010
8	644
68	820
120	1557
121	1532
122	710
123	1747
124	1120
125	1298
126	1727
127	1898
128	1308
129	1094
319	678
318	1257
313	1206
312	1642
311	1119
310	1234
317	1777
316	518
315	1373
314	1771
3	1478
60	1776
61	1417
258	608
259	1852
64	654
65	659
66	1497
67	1724
252	941
69	315
250	1515
251	1012
256	466
257	553
254	566
255	623
168	1835
169	1794
164	1496
165	1040
166	1868
167	967
160	1808
161	1225
162	312
163	468
9	641
351	719
350	1543
216	1604
217	1701
214	1463
215	1314
212	400
213	1907
210	1436
211	1705
218	1667
219	1326
289	1637
288	968
4	1599
281	1274
280	580
283	1195
282	1755
285	1521
284	1624
287	1048
286	1522
263	1891
262	481
261	1154
260	1375
267	821
266	1174
265	1765
264	877
269	673
268	553
59	657
58	372
55	1395
54	1670
57	1608
56	1222
51	1112
50	665
53	709
52	1418
63	817
115	665
114	1580
117	951
116	383
111	999
110	1416
113	766
112	1357
119	675
118	546
308	1017
309	689
300	1287
301	1005
302	1415
303	774
304	1132
305	1402
306	1826
307	1231
229	632
228	784
227	1719
226	1037
225	1481
224	853
223	786
222	1411
221	1996
220	1051
151	715
150	995
153	1431
152	1155
155	404
154	541
157	528
156	746
159	1244
158	1712
48	594
49	1680
46	262
47	1818
44	957
45	1357
42	306
43	546
40	872
41	357
5	284
